1,9.65,2.55,5.775,5.65,
2,8.8,2.65,5.515,5.9,
3,10.05,2.3,6.645,10.05,
4,11.15,1.5,8.415,10.5,
5,9.45,3.6,7.54,8.7,
6,9.55,4.75,8.26,9.45,
7,9.05,5.25,7.68,9.05,
8,8.2,4.95,6.9,8.2,
9,6.45,4.75,5.095,4.75,
10,7.8,5.85,6.69,6.85,
11,8.2,6.3,7.16,7.7,
12,8.2,6.3,7.065,6.65,
13,7.5,5.25,6.66,7.5,
14,8.25,5.75,7.89,8.25,
15,8.5,8,8.45,8.5,
16,8.25,3.75,7.66,8.25,
17,8.25,7.5,8.175,8.25,
18,10.85,8,8.285,8,
19,8.55,4,7.01,8.55,
20,7.4,3.5,6.47,6.5,
21,4.5,2.8,3.14,2.8,
22,6.4,4.7,5.11,6.4,
23,6.1,3.75,5.375,5.4,
24,7.3,3.3,4.17,3.3,
25,6.75,3.2,5.7,5.55,
26,6.4,1,4.48,4.45,
27,8.05,4.8,5.605,5.4,
28,7.75,3.3,5.945,7.75,
29,8.1,4.35,7.22,7.9,
30,8.5,7.15,7.565,7.5,
31,8.5,7.1,8.07,8.5,
32,9.5,6.7,7.92,8,
33,8.5,5.8,7.56,7.5,
34,9.45,5.75,7.25,8,
35,6.5,5,5.91,6.05,
36,7.5,2.9,6.515,7.5,
37,8.25,4.25,7.85,8.25,
38,8,8,8,8,
39,8.05,6.7,7.62,7.8,
40,7.8,5.8,7.01,7.15,
41,7.95,6.35,7.79,7.95,
42,8.5,8.5,8.5,8.5,
43,8.5,8.5,8.5,8.5,
44,8.5,8.5,8.5,8.5,
45,8.5,8.25,8.275,8.25,
46,8.5,8.25,8.275,8.25,
47,8.5,8,8.1,8,
48,8.5,7.75,7.975,8.5,
49,9.45,7.45,7.94,9.45,
50,7.9,6.65,7.455,7.9,
51,8.2,2.95,7.225,8.2,
52,8.2,2.95,7.05,8.2,
53,8.5,5.75,7.725,8.5,
54,8.55,1,7.18,8.2,
55,8.5,7.9,8.38,8.5,
56,8.5,8.2,8.47,8.5,
57,8.5,8.5,8.5,8.5,
58,8.5,8.5,8.5,8.5,
59,8.5,8.5,8.5,8.5,
60,8.5,6,8.25,8.5,
61,8.5,8.2,8.44,8.5,
62,8.5,5.45,7.98,8.5,
63,9.2,8,8.17,9.2,
64,9.2,6.15,7.905,7.5,
65,9.65,3.15,7.675,9.65,
66,10.2,4.7,8.05,9,
67,9.5,6.25,6.78,6.25,
68,9.65,6.25,7.065,6.25,
69,8.6,1.65,6.15,8.6,
70,7.75,1.5,6.395,7.75,
71,11.1,8.05,8.555,11.1,
72,8.4,6.3,7.14,6.3,
73,8.95,5.35,7.33,6.85,
74,7,5.45,6.37,7,
75,7.9,5.1,6.5,5.8,
76,8.8,4.75,7.585,8.8,
77,8.85,3.85,8.35,8.85,
78,8.5,8.5,8.5,8.5,
79,8.95,5.65,8.54,8.85,
80,9.55,9.55,9.55,9.55,
81,9.9,9.4,9.7,9.9,
82,8.5,8.5,8.5,8.5,
83,8.85,1.65,8.13,8.85,
84,8.5,8.5,8.5,8.5,
85,8.5,8.5,8.5,8.5,
86,9.2,8.5,8.57,8.5,
87,9.2,8.5,8.64,8.5,
88,9.55,8.2,8.73,8.85,
89,8.85,7.35,8.7,8.85,
90,8.5,8.5,8.5,8.5,
91,8.5,8.5,8.5,8.5,
92,8.5,8.5,8.5,8.5,
93,8.85,8.5,8.78,8.85,
94,8.85,6.15,8.58,8.85,
95,8.85,8.2,8.785,8.85,
96,8.5,8.5,8.5,8.5,
97,8.85,3.85,8.35,8.85,
98,8.6,8.6,8.6,8.6,
99,8.5,8.5,8.5,8.5,
100,8.5,8.5,8.5,8.5,
101,8.5,8.5,8.5,8.5,
102,8.35,8.2,8.215,8.2,
103,9.25,7.3,7.825,7.3,
104,9.3,6.7,7.98,8.6,
105,9.7,1.65,7.79,8.65,
106,9.4,9,9.16,9,
107,11.15,5.8,6.855,6.45,
108,11,7.45,8.16,11,
109,9.85,6.85,8.755,8.75,
110,10.05,7.75,9.07,8.7,
111,10.05,2.25,8.71,10,
112,11,6.8,7.64,6.8,
113,10,9.4,9.64,9.4,
114,10.7,9,9.68,9,
115,10.05,9.5,9.775,9.5,
116,11.65,9.05,9.52,9.05,
117,10.6,8.3,9.8,10.6,
118,9.15,4.25,7.89,8.5,
119,9.95,3.8,8.1,7.8,
120,9.6,7.1,9.095,9.6,
121,9.75,9.1,9.165,9.75,
122,10,9.35,9.415,9.35,
123,9.35,3.05,8.02,8.35,
124,10.75,7.5,9.125,7.5,
125,11.5,6.3,10.46,11.5,
126,11.75,5.9,11.165,11.75,
127,12,12,12,12,
128,11.35,6.15,10.83,11.35,
129,12,12,12,12,
130,12,5.5,10.83,11.35,
131,11.65,8.85,11.34,11.65,
132,11.3,11.3,11.3,11.3,
133,9.55,9.55,9.55,9.55,
134,9.55,9.55,9.55,9.55,
135,9.55,9.55,9.55,9.55,
136,12,8.1,9.93,9.9,
137,12,9.9,10.74,12,
138,12,10.25,11.125,10.25,
139,12,10.95,11.685,12,
140,12,11.3,11.86,12,
141,11.65,11.65,11.65,11.65,
142,11.65,11.65,11.65,11.65,
143,11.65,11.65,11.65,11.65,
144,12,12,12,12,
145,11.35,10.7,10.765,10.7,
146,11.35,9.4,9.985,11.35,
147,9.7,5.15,8.02,9.7,
148,8.5,5.1,6.86,8.05,
149,8.5,3,7.79,8.5,
150,8.5,8.1,8.34,8.5,
151,7.95,1.5,6.375,7.95,
152,7.4,3.9,6.525,7.4,
153,7.95,7.95,7.95,7.95,
154,7.95,3.45,7.5,7.95,
155,8.25,7,7.855,8.25,
156,8.5,1.3,7.755,8.5,
157,8.5,8.5,8.5,8.5,
158,8.5,0.5,7.7,8.5,
159,8.25,0.75,7.5,8.25,
160,8.1,2.4,6.945,8.1,
