1,0.9,0.4,0.61,0.55,
2,0.9,0.45,0.675,0.7,
3,1,0.75,0.87,0.95,
4,1,1,0.995,1,
5,1,1,1,1,
6,1,1,0.985,1,
7,1,1,1,1,
8,1,1,1,1,
9,1,1,1,1,
10,1,0.95,0.955,0.95,
11,1,0.9,0.92,0.9,
12,1,0.9,0.92,0.9,
13,1,0.9,0.93,0.9,
14,1,0.75,0.87,0.95,
15,1,0.85,0.9,1,
16,1,1,1,1,
17,1,1,1,1,
18,1,0.95,0.955,0.95,
19,1,0.95,0.96,0.95,
20,1,0.95,0.98,1,
21,1,1,1,1,
22,1,1,1,1,
23,1,1,1,1,
24,1,1,1,1,
25,1,1,1,1,
26,0.95,0.95,0.95,0.95,
27,1,0.9,0.93,0.9,
28,0.9,0.85,0.875,0.85,
29,0.95,0.95,0.95,0.95,
30,1,1,1,1,
31,1,1,1,1,
32,1,0.95,0.99,1,
33,1,1,1,1,
34,1,1,1,1,
35,1,1,1,1,
36,1,1,1,1,
37,1,1,1,1,
38,0.95,0.95,0.95,0.95,
39,1,1,1,1,
40,0.95,0.95,0.9,0.95,
41,1,1,1,1,
42,1,0.95,0.955,0.95,
43,1,0.8,0.88,0.8,
44,1,0.6,0.92,1,
45,1,1,1,1,
46,1,1,1,1,
47,0.95,0.6,0.885,0.95,
48,1,1,1,1,
49,1,1,1,1,
50,1,1,1,1,
51,1,1,1,1,
52,1,1,1,1,
53,1,1,1,1,
54,1,1,1,1,
55,0.95,0.95,0.95,0.95,
56,0.95,0.95,0.95,0.95,
57,1,1,1,1,
58,0.95,0.95,0.905,0.95,
59,1,1,1,1,
60,1,1,1,1,
61,1,1,1,1,
62,1,1,1,1,
63,1,1,1,1,
64,1,1,1,1,
65,0.95,0.95,0.94,0.95,
66,1,1,1,1,
67,0.95,0.95,0.95,0.95,
68,1,1,1,1,
69,1,1,1,1,
70,1,1,1,1,
71,1,1,1,1,
72,1,0.95,0.96,0.95,
73,1,0.9,0.93,0.9,
74,0.95,0.85,0.86,0.9,
75,0.9,0.7,0.785,0.75,
76,0.9,0.5,0.715,0.75,
77,1,0.75,0.895,0.95,
78,1,0.9,0.98,1,
79,1,1,1,1,
80,1,1,1,1,
81,1,1,1,1,
82,1,1,1,1,
83,1,1,1,1,
84,1,1,0.955,1,
85,1,0.6,0.955,1,
86,1,1,1,1,
87,1,1,1,1,
88,1,1,1,1,
89,1,1,1,1,
90,1,0.6,0.96,1,
91,0.95,0.95,0.91,0.95,
92,1,1,1,1,
93,0.95,0.95,0.91,0.95,
94,1,1,1,1,
95,1,1,1,1,
96,1,1,1,1,
97,1,0.55,0.95,1,
98,1,1,1,1,
99,1,1,1,1,
100,1,1,1,1,
101,1,1,1,1,
102,0.9,0.85,0.89,0.9,
103,1,1,0.9,1,
104,1,1,0.995,1,
105,1,1,1,1,
106,1,1,1,1,
107,1,1,1,1,
108,1,0.95,0.99,1,
109,0.95,0.15,0.86,0.95,
110,1,1,1,1,
111,1,1,1,1,
112,0.95,0.95,0.895,0.95,
113,1,1,1,1,
114,0.95,0.65,0.91,0.95,
115,0.95,0.95,0.905,0.95,
116,1,1,0.965,1,
117,1,1,0.98,1,
118,1,1,1,1,
119,1,1,1,1,
120,1,1,0.995,1,
121,1,1,1,1,
122,1,0.95,0.955,0.95,
123,1,1,0.98,1,
124,1,1,1,1,
125,1,0.95,0.93,0.95,
126,1,0.4,0.875,1,
127,1,1,1,1,
128,1,1,1,1,
129,1,1,1,1,
130,1,1,1,1,
